accruedSeasons,addNames,ageSignWaiver,ageSignelFa,alert,birthCity,birthCountry,birthDate,birthStateProvince,careerTeamId,centralRegistryPosition,clubElecArb,currentTeamId,dateOfDeath,ddaId,deceased,epPlayerId,faGroupAfterSeason,firstName,firstSignedByTeamId,freeAgentGroup,fullName,group5Election,group5SeasonsEarned,group6Proration,group6SeasonsEarned,groupsEarnedThruSeason,height,hofInductionYear,homeTown,id,iihfHofInductionYear,inHockeyHof,inIihfHof,inTop100Alltime,inUsHockeyHof,isDefected,isDeleted,isJunior,isRetired,isRookie,isSuspended,lastAmateurLeagueId,lastAmateurTeamId,lastNHLTeamId,lastName,loanCapException,longTermInjury,message,middleName,nationality,nhlExperience,onRoster,platformYear,position,prName,prStat,proYearReduction,reentryWaivers,rosterSpecialCode,salaryArbitrationExp,shootsCatches,sweaterNumber,updateTimestamp,usHofInductionYear,vetCapExcptn,waiverAmount,waiverDraft,waiverStatus,weight,yearsPro
,,,,N,Ratichi,BLR,1994-01-03,,,C,N,1,,25747.0,False,70442.0,,Artur,,,Artur Gavrus,N,,,,,70.0,,,8476993,,False,0,0,False,Y,N,N,,Y,N,141.0,1886.0,1,Gavrus,N,N,,,BLR,,N,,C,Artur Gavrus,7,,,,,L,,2016-08-29T11:59:18,,N,,,N,175.0,
0.0,,21.0,21.0,N,Fribourg,CHE,1994-04-05,,,C,N,1,,25725.0,False,85327.0,,Christoph,,2,Christoph Bertschy,N,3.0,,3.0,20172018.0,70.0,,,8477006,,False,0,0,False,N,N,N,,Y,N,293.0,5814.0,1,Bertschy,N,N,,,CHE,3.0,N,2018.0,C,Christoph Bertschy,7,,,,3.0,R,22.0,2017-07-01T09:01:00,,N,56250.0,,Y,185.0,3.0
0.0,,21.0,21.0,N,Vermilion,CAN,1995-03-29,AB,,L,N,1,,26316.0,False,83627.0,,Brandon,,,Brandon Baddock,N,2.0,,2.0,20172018.0,75.0,,,8477631,,False,0,0,False,N,N,N,,Y,N,21.0,7212.0,1,Baddock,N,N,,,CAN,2.0,N,2019.0,L,Brandon Baddock,7,,N,,2.0,L,52.0,2017-08-31T11:40:49,,N,67500.0,,N,215.0,2.0
0.0,,19.0,19.0,N,Edmonton,CAN,1996-04-16,AB,,C,N,1,,26185.0,False,84092.0,,John,,,John Quenneville,N,2.0,,2.0,20172018.0,73.0,,,8477961,,False,0,0,False,N,N,N,,Y,N,21.0,4770.0,1,Quenneville,N,N,,,CAN,2.0,N,2019.0,C,John Quenneville,7,1.0,N,,2.0,L,47.0,2017-08-31T11:40:49,,N,56250.0,E,N,195.0,3.0
0.0,,20.0,20.0,N,Shelby Township,USA,1996-02-15,MI,,D,N,1,,26196.0,False,168704.0,,Josh,,,Josh Jacobs,N,2.0,,2.0,20172018.0,74.0,,,8477972,,False,0,0,False,N,N,N,,Y,N,83.0,,1,Jacobs,N,N,,,USA,2.0,N,2019.0,D,Josh Jacobs,7,,N,,2.0,R,40.0,2017-08-31T11:40:49,,N,67500.0,E,N,200.0,2.0
0.0,,19.0,19.0,N,Sault Ste. Marie,CAN,1997-01-02,ON,,C,N,1,,26504.0,False,186413.0,,Blake,,,Blake Speers,N,2.0,,2.0,20172018.0,71.0,,,8478480,,False,0,0,False,N,N,N,,Y,N,141.0,2762.0,1,Speers,N,N,,,CAN,1.0,N,2016.0,C,Blake Speers,7,1.0,N,,1.0,R,74.0,2017-08-31T11:40:51,,N,67500.0,E,N,185.0,2.0
0.0,,23.0,22.0,N,Prague,CZE,1992-12-26,,,D,N,1,,26421.0,False,99009.0,,Vojtech,,2,Vojtech Mozik,N,2.0,,2.0,20172018.0,75.0,,,8478584,,False,0,0,False,N,N,N,,Y,N,313.0,6810.0,1,Mozik,N,N,,,CZE,2.0,N,2017.0,D,Vojtech Mozik,7,,N,,2.0,R,,2017-07-01T09:01:06,,N,67500.0,,N,200.0,2.0
0.0,,19.0,19.0,N,London,CAN,1997-05-03,ON,,D,N,1,,26534.0,False,204911.0,,Colton,,,Colton White,N,1.0,,1.0,20172018.0,73.0,,,8478841,,False,0,0,False,N,N,N,,Y,N,141.0,2762.0,1,White,N,N,,,CAN,1.0,N,2016.0,D,Colton White,7,1.0,N,,1.0,L,68.0,2017-08-31T11:40:51,,N,67500.0,E,N,185.0,2.0
0.0,,22.0,22.0,N,London,CAN,1996-02-28,ON,,L,N,1,,26594.0,False,204125.0,,Brett,,,Brett Seney,N,0.0,,0.0,20172018.0,69.0,,,8478881,,False,0,0,False,N,N,N,,Y,N,135.0,2608.0,1,Seney,N,N,,,CAN,0.0,N,2018.0,L,Brett Seney,5,,N,,0.0,L,43.0,2016-08-29T11:59:32,,N,67500.0,E,N,156.0,0.0
1.0,,24.0,23.0,N,Geneva,USA,1992-11-01,IL,,R,N,1,,26706.0,False,46009.0,,Nick,,,Nick Lappin,N,2.0,,2.0,20172018.0,73.0,,,8479250,,False,0,0,False,N,N,N,,N,N,167.0,2156.0,1,Lappin,N,N,,,USA,2.0,N,2019.0,R,Nick Lappin,7,,N,,2.0,R,15.0,2017-08-31T11:40:52,,N,67500.0,,Y,175.0,2.0
0.0,,19.0,20.0,N,Roseville,USA,1998-06-19,MN,,R,N,1,,27112.0,False,247964.0,,Joey,,,Joey Anderson,N,0.0,,0.0,20172018.0,71.0,,,8479315,,False,0,0,False,N,N,N,,Y,N,221.0,4736.0,1,Anderson,N,N,,,USA,0.0,N,2018.0,R,Joey Anderson,5,1.0,N,,0.0,R,49.0,2016-08-29T11:59:34,,N,67500.0,E,N,190.0,1.0
0.0,,19.0,18.0,N,Repentigny,CAN,1997-11-07,QC,,C,N,1,,27119.0,False,213725.0,,Brandon,,,Brandon Gignac,N,1.0,,1.0,20172018.0,71.0,,,8479330,,False,0,0,False,N,N,N,,Y,N,15.0,2922.0,1,Gignac,N,N,,,CAN,0.0,N,2016.0,C,Brandon Gignac,7,1.0,N,,0.0,L,51.0,2017-08-31T11:40:52,,N,67500.0,E,N,170.0,2.0
0.0,,21.0,21.0,N,Bowmanville,CAN,1997-11-06,ON,,G,N,1,,27144.0,False,245119.0,,Evan,,,Evan Cormier,N,0.0,,0.0,20172018.0,75.0,,,8479331,,False,0,0,False,N,N,N,,Y,N,141.0,2678.0,1,Cormier,N,N,,,CAN,0.0,N,2019.0,G,Evan Cormier,7,,N,,0.0,L,,2017-02-06T16:14:19,,N,90000.0,E,N,200.0,0.0
0.0,,19.0,18.0,N,Kitchener,CAN,1997-12-06,ON,,R,N,1,,27080.0,False,245157.0,,Nathan,,,Nathan Bastian,N,1.0,,1.0,20172018.0,76.0,,,8479414,,False,0,0,False,N,N,N,,Y,N,141.0,,1,Bastian,N,N,,,CAN,0.0,N,2016.0,R,Nathan Bastian,5,1.0,N,,0.0,R,42.0,2017-08-31T11:40:52,,N,67500.0,E,N,205.0,2.0
0.0,,18.0,18.0,N,Mississauga,CAN,1998-02-03,ON,,C,N,1,,27051.0,False,240821.0,,Michael,,,Michael McLeod,N,0.0,,0.0,20172018.0,74.0,,,8479415,,False,0,0,False,N,N,N,,Y,N,141.0,,1,McLeod,N,N,,,CAN,0.0,N,2016.0,C,Michael McLeod,5,2.0,N,,0.0,R,41.0,2017-08-31T11:40:52,,N,67500.0,E,N,188.0,2.0
,,,,N,St. Petersburg,RUS,1998-03-12,,,L,N,1,,27141.0,False,312218.0,,Mikhail,,,Mikhail Maltsev,N,,,,,75.0,,,8479573,,False,0,0,False,N,N,N,,Y,N,297.0,,1,Maltsev,N,N,,,RUS,,N,,L,Mikhail Maltsev,7,,N,,,L,,2017-02-06T16:07:07,,N,0.0,E,N,198.0,
0.0,,23.0,22.0,N,St-Anne-de-Bellevue,CAN,1996-12-04,QC,,D,N,1,,27231.0,False,213454.0,,Jeremy,,,Jeremy Davies,N,0.0,,0.0,20172018.0,71.0,,,8479602,,False,0,0,False,N,N,N,,Y,N,135.0,1430.0,1,Davies,N,N,,,CAN,0.0,N,,D,Jeremy Davies,7,,N,,0.0,L,,2017-02-06T16:13:03,,N,67500.0,E,N,180.0,0.0
0.0,,18.0,18.0,N,Edmonton,CAN,1998-01-15,AB,,D,N,1,,,False,198405.0,,Colby,,,Colby Sissons,N,0.0,,0.0,20172018.0,74.0,,,8479692,,False,0,0,False,N,N,N,,Y,N,21.0,4800.0,1,Sissons,N,N,,,CAN,0.0,N,2016.0,D,Colby Sissons,7,2.0,N,,0.0,L,,2017-08-31T11:40:53,,N,67500.0,,N,185.0,2.0
,,,,N,Falun,SWE,1998-10-30,,,C,N,1,,,False,212690.0,,Jesper,,,Jesper Boqvist,N,,,,,72.0,,,8480003,,False,0,0,False,N,N,N,,Y,N,315.0,3204.0,1,Boqvist,N,N,,,SWE,,N,,C,Jesper Boqvist,7,,N,,,L,,2017-08-14T09:34:06,,N,0.0,E,N,180.0,
,,,,N,Moscow,RUS,1998-11-20,,,L,N,1,,,False,312680.0,,Nikita,,,Nikita Popugaev,N,,,,,78.0,,,8480006,,False,0,0,False,N,N,N,,Y,N,21.0,4792.0,1,Popugaev,N,N,,,RUS,,N,,L,Nikita Popugaev,7,,N,,,R,,2017-08-16T10:37:31,,N,0.0,E,N,217.0,
,,,,N,Framingham,USA,1999-04-21,MA,,D,N,1,,,False,300597.0,,Reilly,,,Reilly Walsh,N,,,,,71.0,,,8480054,,False,0,0,False,N,N,N,,Y,N,75.0,4008.0,1,Walsh,N,N,,,USA,,N,,D,Reilly Walsh,7,,N,,,R,,2017-08-16T15:13:52,,N,0.0,E,N,181.0,
,,,,N,Karlstad,SWE,1999-08-25,,,L,N,1,,,False,265608.0,,Fabian,,,Fabian Zetterlund,N,,,,,71.0,,,8480188,,False,0,0,False,N,N,N,,Y,N,315.0,3220.0,1,Zetterlund,N,N,,,SWE,,N,,L,Fabian Zetterlund,7,,N,,,R,,2017-08-16T15:19:37,,N,0.0,E,N,195.0,
0.0,,23.0,23.0,N,Bülach,CHE,1996-03-01,,,G,N,1,,,False,164037.0,,Gilles,,,Gilles Senn,N,0.0,,0.0,20172018.0,77.0,,,8480213,,False,0,0,False,N,N,N,,Y,N,293.0,5824.0,1,Senn,N,N,,,CHE,0.0,N,,G,Gilles Senn,7,,N,,0.0,R,,2017-08-16T12:28:30,,N,90000.0,E,N,191.0,0.0
0.0,,20.0,20.0,N,Skalica,SVK,1998-10-28,,,R,N,1,,,False,305485.0,,Marian,,,Marian Studenic,N,0.0,,0.0,20172018.0,73.0,,,8480226,,False,0,0,False,N,N,N,,Y,N,141.0,7306.0,1,Studenic,N,N,,,SVK,0.0,N,2018.0,R,Marian Studenic,7,,N,,0.0,L,67.0,2017-08-16T12:56:52,,N,67500.0,E,N,164.0,0.0
,,,,N,Espoo,FIN,1999-02-11,,,C,N,1,,,False,299098.0,,Aarne,,,Aarne Talvitie,N,,,,,70.0,,,8480237,,False,0,0,False,N,N,N,,Y,N,267.0,4938.0,1,Talvitie,N,N,,,FIN,,N,,C,Aarne Talvitie,7,,N,,,L,,2017-08-16T13:12:54,,N,0.0,E,N,198.0,
,,,,N,Asbestos,CAN,1999-09-08,QC,,D,N,1,,,False,267626.0,,Jocktan,,,Jocktan Chainey,N,,,,,72.0,,,8480260,,False,0,0,False,N,N,N,,Y,N,15.0,2908.0,1,Chainey,N,N,,,CAN,,N,,D,Jocktan Chainey,7,,N,,,L,,2017-08-14T10:47:35,,N,0.0,E,N,200.0,
,,,,N,Moscow,RUS,1998-05-03,,,D,N,1,,,False,312209.0,,Yegor,,,Yegor Zaitsev,N,,,,,72.0,,,8480271,,False,0,0,False,N,N,N,,Y,N,297.0,7236.0,1,Zaitsev,N,N,,,RUS,,N,,D,Yegor Zaitsev,7,,N,,,L,,2017-08-16T15:19:01,,N,0.0,E,N,180.0,
,,,,N,Rogers,USA,1998-03-21,MN,,D,N,1,,,False,247916.0,,Matthew,,,Matthew Hellickson,N,,,,,72.0,,,8480277,,False,0,0,False,N,N,N,,Y,N,83.0,3576.0,1,Hellickson,N,N,,,USA,,N,,D,Matthew Hellickson,7,,N,,,L,,2017-08-15T10:40:58,,N,0.0,E,N,184.0,
0.0,,24.0,24.0,N,Flint,USA,1994-07-11,MI,,G,N,1,,,False,216832.0,,Cameron,,,Cameron Johnson,N,0.0,,0.0,20172018.0,73.0,,,8480760,,False,0,0,False,N,N,N,,Y,N,,,1,Johnson,N,N,,,USA,0.0,N,2019.0,G,Cameron Johnson,7,,N,,0.0,L,33.0,2018-03-24T12:06:49,,N,90000.0,,N,205.0,0.0
,,,,N,Waterloo,CAN,2000-01-27,ON,,C,N,1,,,False,360952.0,,Mitchell,,,Mitchell Hoelscher,N,,,,,71.0,,,8480861,,,0,0,,N,N,N,,Y,N,141.0,6804.0,1,Hoelscher,N,N,,,CAN,,N,,C,Mitchell Hoelscher,7,,N,,,L,,2018-04-06T11:01:20,,N,0.0,E,N,157.0,
0.0,,18.0,18.0,N,Lloydminster,CAN,2000-03-24,AB,,D,N,1,,,False,281814.0,,Ty,,,Ty Smith,N,0.0,,0.0,20172018.0,71.0,,,8480883,,,0,0,,N,N,Y,,Y,N,21.0,4808.0,1,Smith,N,N,,,CAN,0.0,N,2018.0,D,Ty Smith,7,,N,,0.0,L,,2018-04-06T11:01:21,,N,67500.0,E,N,175.0,0.0
,,,,N,Lery,CAN,2000-01-06,QC,,D,N,1,,,False,335702.0,,Xavier,,,Xavier Bernard,N,,,,,75.0,,,8480886,,,0,0,,N,N,N,,Y,N,15.0,2904.0,1,Bernard,N,N,,,CAN,,N,,D,Xavier Bernard,7,,N,,,L,,2018-04-06T11:01:21,,N,0.0,E,N,205.0,
,,,,N,Bern,CHE,2000-05-12,,,G,N,1,,,False,336133.0,,Akira,,,Akira Schmid,N,,,,,76.0,,,8481033,,,0,0,,N,N,N,,Y,N,293.0,5842.0,1,Schmid,N,N,,,CHE,,N,,G,Akira Schmid,7,,N,,,L,,2018-06-23T17:05:11,,N,0.0,E,N,165.0,
,,,,N,Oulu,FIN,1999-10-03,,,L,N,1,,,False,375979.0,,Eetu,,,Eetu Pakkila,N,,,,,72.0,,,8481052,,,0,0,,N,N,N,,Y,N,267.0,2470.0,1,Pakkila,N,N,,,FIN,,N,,L,Eetu Pakkila,7,,N,,,L,,2018-06-23T17:05:11,,N,0.0,E,N,167.0,
0.0,,20.0,20.0,N,Minsk,BLR,1998-06-06,,,C,N,1,,,False,271111.0,,Yegor,,,Yegor Sharangovich,N,0.0,,0.0,20172018.0,74.0,,,8481068,,,0,0,,N,N,N,,Y,N,297.0,3024.0,1,Sharangovich,N,N,,,BLR,0.0,N,2018.0,C,Yegor Sharangovich,7,,N,,0.0,L,,2018-06-23T17:57:24,,N,67500.0,E,N,196.0,0.0
0.0,,19.0,18.0,N,SAINT NICOLAS,CAN,1999-10-25,QC,,D,N,1,,,False,319959.0,,Jeremy,,,Jeremy Groleau,N,0.0,,0.0,20172018.0,75.0,,,8481208,,,0,0,,N,N,Y,,Y,N,15.0,2900.0,1,Groleau,N,N,,Salvas,CAN,0.0,N,2018.0,D,Jeremy Groleau,7,,N,,0.0,L,,2018-08-07T13:50:55,,N,67500.0,,N,193.0,0.0
12.0,Drew,21.0,20.0,N,Milwaukee,USA,1985-10-30,WI,,R,N,1,,21271.0,False,9180.0,,Drew,7.0,,Drew Stafford,N,12.0,,12.0,20172018.0,74.0,,,8471226,,False,0,0,False,N,N,N,,N,N,221.0,4742.0,1,Stafford,N,N,,,USA,12.0,Y,2019.0,R,Drew Stafford,5,,,,12.0,R,18.0,2017-08-25T16:18:40,,N,3375.0,E,Y,215.0,12.0
12.0,Travis,21.0,21.0,N,Winnipeg,CAN,1985-05-13,MB,1.0,C,N,1,,21278.0,False,10232.0,,Travis,1.0,,Travis Zajac,N,12.0,,12.0,20172018.0,74.0,,,8471233,,False,0,0,False,N,N,N,,N,N,279.0,5012.0,1,Zajac,N,N,,,CAN,12.0,Y,2013.0,C,Travis Zajac,5,,,,12.0,R,19.0,2017-07-01T09:00:50,,N,3375.0,E,Y,185.0,12.0
8.0,Cory,21.0,21.0,N,Marblehead,USA,1986-03-18,MA,,G,N,1,,21284.0,False,9203.0,,Cory,23.0,,Cory Schneider,N,11.0,,11.0,20172018.0,75.0,,,8471239,,False,0,0,False,N,N,N,,N,N,75.0,3988.0,1,Schneider,N,N,,,USA,11.0,Y,2014.0,G,Cory Schneider,7,,,,11.0,L,35.0,2017-07-01T09:00:50,,N,3375.0,E,Y,200.0,11.0
11.0,Andy,23.0,23.0,N,Trenton,USA,1982-10-30,MI,1.0,D,N,1,,21912.0,False,9169.0,,Andy,1.0,,Andy Greene,N,12.0,,12.0,20172018.0,71.0,,,8472382,,False,0,0,False,N,N,N,,N,N,131.0,1336.0,1,Greene,N,N,,,USA,12.0,Y,2014.0,D,Andy Greene,5,,,,12.0,L,6.0,2017-07-01T09:00:51,,N,3375.0,,Y,190.0,12.0
6.0,,19.0,19.0,N,Smithtown,USA,1991-02-01,NY,,C,N,1,,23037.0,False,17508.0,,Kyle,,,Kyle Palmieri,N,8.0,,8.0,20172018.0,71.0,,,8475151,,False,0,0,False,N,N,N,,N,N,163.0,7186.0,1,Palmieri,N,N,,,USA,8.0,Y,2016.0,R,Kyle Palmieri,7,,,,8.0,R,21.0,2017-07-01T09:00:54,,N,11250.0,E,Y,185.0,8.0
5.0,,20.0,20.0,Y,Jyväskylä,FIN,1991-06-03,,,D,N,1,,23117.0,False,16044.0,,Sami,,,Sami Vatanen,N,7.0,,7.0,20172018.0,70.0,,,8475222,,False,0,0,False,N,N,N,,N,N,267.0,2460.0,1,Vatanen,N,N,2016-20 spc: player traded prior to No Trade Clause becoming effective,,FIN,7.0,Y,2016.0,D,Sami Vatanen,7,,,,7.0,R,45.0,2017-07-01T09:00:55,,N,13125.0,E,Y,185.0,7.0
0.0,,21.0,22.0,N,Morristown,USA,1992-04-30,NJ,,L,N,1,,24114.0,False,75015.0,,Kenny,,,Kenny Agostino,N,5.0,,5.0,20172018.0,72.0,,,8475844,,False,0,0,False,N,N,N,,N,N,75.0,3726.0,1,Agostino,N,N,,,USA,4.0,Y,2019.0,L,Kenny Agostino,5,,,,4.0,L,17.0,2017-08-31T11:40:45,,N,26250.0,E,Y,199.0,5.0
1.0,,24.0,23.0,N,Plano,USA,1991-11-28,TX,,C,N,1,,24789.0,False,46889.0,,Blake,,,Blake Coleman,N,3.0,,3.0,20172018.0,71.0,,,8476399,,False,0,0,False,N,N,N,,N,N,83.0,,1,Coleman,N,N,,,USA,3.0,Y,2018.0,C,Blake Coleman,5,,,,3.0,L,20.0,2017-08-31T11:40:46,,N,56250.0,,Y,200.0,3.0
2.0,,18.0,18.0,N,Plano,USA,1993-02-12,TX,,R,N,1,,24735.0,False,45567.0,,Stefan,,,Stefan Noesen,N,5.0,,5.0,20172018.0,73.0,,,8476474,,False,0,0,False,N,N,N,,N,N,141.0,2758.0,1,Noesen,N,N,,,USA,4.0,Y,2019.0,R,Stefan Noesen,7,2.0,,,4.0,R,23.0,2017-08-31T11:40:46,,N,13125.0,,Y,205.0,7.0
0.0,,21.0,21.0,N,Newmarket,CAN,1993-04-20,ON,,R,N,1,,25939.0,False,92683.0,,Kurtis,,,Kurtis Gabriel,N,4.0,,4.0,20172018.0,76.0,,,8476545,,False,0,0,False,N,N,N,,Y,N,141.0,1886.0,1,Gabriel,N,N,,James Robert,CAN,4.0,Y,2019.0,R,Kurtis Gabriel,7,,,,4.0,R,39.0,2017-08-14T11:29:20,,N,41250.0,,Y,200.0,4.0
4.0,,18.0,18.0,N,Melville,CAN,1994-08-07,SK,,D,N,1,,25628.0,False,55867.0,,Damon,,,Damon Severson,N,4.0,,4.0,20172018.0,74.0,,,8476923,,False,0,0,False,N,N,N,,N,N,21.0,4778.0,1,Severson,N,N,,,CAN,4.0,Y,2017.0,D,Damon Severson,5,2.0,,,4.0,R,28.0,2017-09-11T10:40:51,,N,15000.0,,Y,205.0,6.0
3.0,,19.0,19.0,N,Orland Park,USA,1994-04-13,IL,,D,N,1,,25704.0,False,90348.0,,Connor,,,Connor Carrick,N,5.0,,5.0,20172018.0,71.0,,,8476941,,False,0,0,False,N,N,N,,N,N,83.0,,1,Carrick,N,N,,,USA,5.0,Y,2019.0,D,Connor Carrick,5,,,,5.0,R,5.0,2017-07-01T09:01:00,,N,26250.0,,Y,192.0,5.0
1.0,,22.0,22.0,N,Sun Prairie,USA,1995-01-06,WI,,D,N,1,,25981.0,False,97590.0,,Will,,,Will Butcher,N,1.0,,1.0,20172018.0,70.0,,,8477355,,False,0,0,False,N,N,N,,N,N,,,1,Butcher,N,N,,,USA,1.0,Y,2019.0,D,Will Butcher,5,,N,,1.0,L,8.0,2017-08-31T11:40:48,,N,67500.0,,Y,190.0,1.0
2.0,,20.0,21.0,N,Buffalo,USA,1995-09-13,NY,,L,N,1,,25958.0,False,131890.0,,Miles,,,Miles Wood,N,3.0,,3.0,20172018.0,74.0,,,8477425,,False,0,0,False,N,N,N,,N,N,75.0,3932.0,1,Wood,N,N,,,USA,2.0,Y,2018.0,L,Miles Wood,5,,N,,2.0,L,44.0,2017-08-31T11:40:48,,N,56250.0,,Y,195.0,3.0
2.0,,20.0,21.0,N,Bronxville,USA,1995-03-07,NY,,D,N,1,,25900.0,False,96780.0,,Steven,,,Steven Santini,N,3.0,,3.0,20172018.0,74.0,,,8477463,,False,0,0,False,N,N,N,,N,N,83.0,,1,Santini,N,N,,,USA,2.0,Y,2018.0,D,Steven Santini,5,,N,,2.0,R,16.0,2017-08-31T11:40:48,,N,56250.0,,Y,205.0,3.0
2.0,,18.0,18.0,N,Winterthur,CHE,1995-03-21,,,D,N,1,,25876.0,False,95044.0,,Mirco,,,Mirco Mueller,N,4.0,,4.0,20172018.0,75.0,,,8477509,,False,0,0,False,N,N,N,,N,N,21.0,2750.0,1,Mueller,N,N,,,CHE,4.0,Y,2019.0,D,Mirco Mueller,7,1.0,N,,4.0,L,25.0,2017-08-31T11:40:48,,N,26250.0,,Y,210.0,5.0
2.0,,18.0,18.0,N,Brno,CZE,1997-04-06,,,C,N,1,,26443.0,False,130786.0,,Pavel,,,Pavel Zacha,N,2.0,,2.0,20172018.0,75.0,,,8478401,,False,0,0,False,N,N,N,,N,N,141.0,2760.0,1,Zacha,N,N,,,CZE,2.0,Y,2019.0,C,Pavel Zacha,5,1.0,N,,2.0,L,37.0,2017-07-01T09:01:05,,N,56250.0,E,Y,210.0,3.0
